,alt_title,director,domestic_gross,mojo_slug,opening_per_theater,opening_weekend_take,production_budget,release_date_limited,release_date_wide,title,widest_release,worldwide_gross,year
2221,A Midsummer Night's Dream (1999),Michael Hoffman,16071990.0,midsummernightsdream,3968.0,4285620.0,11000000.0,,1999-05-14,A Midsummer Night's Dream ,1099.0,,1999.0
2222,A Mighty Wind (2003),Christopher Guest,17781006.0,mightywind,3927.0,3004214.0,,2003-04-16,2003-05-09,A Mighty Wind,770.0,18750246.0,2003.0
2223,Milarepa (2007),,151114.0,milarepa,8330.0,8330.0,,,2007-09-07,Milarepa ,13.0,201634.0,2007.0
2224,Milk (2008),Gus Van Sant,31841299.0,milk,1679.0,1481155.0,20000000.0,2008-11-26,2009-01-30,Milk,882.0,54586584.0,2008.0
2225,The Milk of Sorrow (2010),,10462.0,milkofsorrow,1914.0,1914.0,,,2010-08-27,The Milk of Sorrow ,2.0,,2010.0
2226,The Mill and the Cross (2011),,312187.0,millandthecross,11354.0,11354.0,,,2011-09-14,The Mill and the Cross ,17.0,342519.0,2011.0
2227,Miller's Crossing (1990),Joel Coen,5080409.0,millerscrossing,28202.0,28202.0,,,1990-09-21,Miller's Crossing ,289.0,,1990.0
2228,Million Dollar Arm (2014),Craig Gillespie,36457627.0,milliondollararm,3483.0,10515659.0,25000000.0,,2014-05-16,Million Dollar Arm,3019.0,38307627.0,2014.0
2229,Million Dollar Baby (2004),Clint Eastwood,100492203.0,milliondollarbaby,6102.0,12265482.0,30000000.0,2004-12-15,2005-01-28,Million Dollar Baby,2375.0,216763646.0,2004.0
2230,Millions (2005),Danny Boyle,6584159.0,millions,14044.0,70224.0,,,2005-03-11,Millions,340.0,11782282.0,2005.0
2231,Mimic (1997),Guillermo del Toro,25480490.0,mimic,3467.0,7818208.0,30000000.0,,1997-08-22,Mimic,2255.0,,1997.0
2232,Minority Report (2002),Steven Spielberg,132072926.0,minorityreport,11888.0,35677125.0,102000000.0,,2002-06-21,Minority Report,3001.0,358372926.0,2002.0
2233,The Miracle (1991),Neil Jordan,835519.0,miracle,12076.0,12076.0,,,1991-07-03,The Miracle ,41.0,,1991.0
2234,Miracle at St. Anna (2008),Spike Lee,7919117.0,miracleatstanna,2935.0,3477996.0,45000000.0,,2008-09-26,Miracle at St. Anna,1185.0,9323833.0,2008.0
2235,Miral (2011),Julian Schnabel,373420.0,miral,16561.0,66244.0,,,2011-03-25,Miral,29.0,900647.0,2011.0
2236,MirrorMask (2005),,866999.0,mirrormask,7024.0,126449.0,4000000.0,,2005-09-30,MirrorMask,42.0,,2005.0
2237,Mirrors (2008),Alexandre Aja,30691439.0,mirrors,4190.0,11161074.0,,,2008-08-15,Mirrors,2664.0,77488607.0,2008.0
2238,Miss Congeniality (2000),,106807667.0,misscongeniality,3765.0,10046534.0,45000000.0,,2000-12-22,Miss Congeniality,2668.0,212742720.0,2000.0
2239,Miss Congeniality 2: Armed and Fabulous (2005),,48478006.0,misscongeniality2,4343.0,14043215.0,,,2005-03-24,Miss Congeniality 2:Armed and Fabulous,3233.0,101393569.0,2005.0
2240,Missing (1982),,14000000.0,missing,3137.0,2300000.0,,,1982-02-12,Missing ,733.0,,1982.0
2241,The Missing Picture (2014),,52164.0,missingpicture,2030.0,10148.0,,,2014-03-19,The Missing Picture,9.0,,2014.0
2242,The Mission (1986),,17218023.0,mission,1319.0,963000.0,,1986-10-31,1987-02-06,The Mission ,730.0,,1986.0
2243,Mission: Impossible (1996),Brian De Palma,180981856.0,missionimpossible,15085.0,45436830.0,80000000.0,,1996-05-22,Mission:Impossible,3012.0,457696359.0,1996.0
2244,Mission to Mars (2000),Brian De Palma,60883407.0,missiontomars,7483.0,22855247.0,100000000.0,,2000-03-10,Mission to Mars,3101.0,110983407.0,2000.0
2245,Mississippi Burning (1988),,34603943.0,mississippiburning,3350.0,3545305.0,,1988-12-09,1989-01-27,Mississippi Burning ,1134.0,,1988.0
2246,Miss March (2009),Zach Cregger,4543320.0,missmarch,1383.0,2409156.0,,,2009-03-13,Miss March,1742.0,4591629.0,2009.0
2247,Miss Pettigrew Lives for a Day (2008),Bharat Nalluri,12313694.0,misspettigrewlivesforaday,4655.0,2490942.0,,,2008-03-07,Miss Pettigrew Lives for a Day,539.0,16724933.0,2008.0
2248,The Mist (2007),Frank Darabont,25594957.0,mist,3686.0,8931973.0,18000000.0,,2007-11-21,The Mist,2423.0,57293715.0,2007.0
2249,Mister Foe (2008),,60641.0,misterfoe,6745.0,13490.0,,,2008-09-05,Mister Foe,6.0,,2008.0
2250,Moebius (2014),,2340.0,moebius,876.0,876.0,,,2014-08-01,Moebius ,1.0,,2014.0
2251,Mommy (2014),,3494070.0,mommy,7643.0,473882.0,,,2014-09-19,Mommy,83.0,3494070.0,2014.0
2252,Moms' Night Out (2014),Andrew ErwinJon Erwin,10429707.0,momsnightout,4129.0,4311083.0,5000000.0,,2014-05-09,Moms' Night Out,1046.0,10429707.0,2014.0
2253,Moneyball (2011),Bennett Miller,75605492.0,moneyball,6516.0,19501302.0,50000000.0,,2011-09-23,Moneyball,3018.0,110206216.0,2011.0
2254,Monsieur Lazhar (U.S.-only) (2012),Philippe Falardeau,2009517.0,monsieurlazhar,5905.0,112190.0,,,2012-04-13,Monsieur Lazhar (U.S.-only),86.0,6581915.0,2012.0
2255,Monsoon Wedding (2002),Mira Nair,13885966.0,monsoonwedding,34273.0,68546.0,,,2002-02-22,Monsoon Wedding ,254.0,30787356.0,2002.0
2256,Monster (2003),Patty Jenkins,34469210.0,monster,5085.0,3397404.0,8000000.0,2003-12-24,2004-01-30,Monster,1093.0,60378584.0,2003.0
2257,Monster House (2006),Gil Kenan,73661010.0,monsterhouse,6253.0,22217226.0,75000000.0,,2006-07-21,Monster House,3553.0,140175006.0,2006.0
2258,"Monsters, Inc. (2001)",Pete DocterDavid Silverman (co-director)Lee Unkrich,289916256.0,monstersinc,19331.0,62577067.0,115000000.0,,2001-11-02,"Monsters, Inc.",3649.0,562816256.0,2001.0
2259,Monsters Vs. Aliens (2009),Rob LettermanConrad Vernon,198351526.0,monstersvsaliens,14454.0,59321095.0,175000000.0,,2009-03-27,Monsters Vs. Aliens,4136.0,381509870.0,2009.0
2260,Monte Carlo (2011),Thomas Bezucha,23186769.0,montecarlo,3014.0,7453944.0,20000000.0,,2011-07-01,Monte Carlo,2473.0,39667665.0,2011.0
2261,The Monuments Men (2014),George Clooney,78031620.0,monumentsmen,7137.0,22003433.0,70000000.0,,2014-02-07,The Monuments Men,3083.0,154984035.0,2014.0
2262,Moonrise Kingdom (2012),Wes Anderson,45512466.0,moonrisekingdom,5769.0,4926837.0,16000000.0,2012-05-25,2012-06-29,Moonrise Kingdom,924.0,68263166.0,2012.0
2263,Moonstruck (1987),,80640528.0,moonstruck,7983.0,5069508.0,,1987-12-18,1988-01-15,Moonstruck ,1178.0,,1987.0
2264,More Than Honey (2013),,79772.0,morethanhoney,5225.0,5225.0,,,2013-06-12,More Than Honey ,7.0,,2013.0
2265,Morning Glory (1993) (1993),,28409.0,morningglory,,,,,1993-09-17,Morning Glory (1993) ,,,1993.0
2266,The Mortal Instruments: City of Bones (2013),Harald Zwart,31165421.0,mortalinstruments,2995.0,9336957.0,60000000.0,,2013-08-21,The Mortal Instruments:City of Bones,3118.0,90565421.0,2013.0
2267,Mortal Kombat (1995),Paul W.S. Anderson,70454098.0,mortalkombat,9617.0,23283887.0,,,1995-08-18,Mortal Kombat ,2630.0,122195920.0,1995.0
2268,Mortdecai (2015),David Koepp,7696134.0,mortdecai,1586.0,4200586.0,60000000.0,,2015-01-23,Mortdecai,2648.0,30418560.0,2015.0
2269,Morvern Callar (2002),Lynne Ramsay,267907.0,morverncallar,4612.0,13836.0,,,2002-12-20,Morvern Callar ,9.0,267907.0,2002.0
2270,Mosquita y Mari (2012),,8614.0,mosquitaymari,5070.0,5070.0,,,2012-08-03,Mosquita y Mari ,1.0,,2012.0
2271,The Mosquito Coast (1986),Peter Weir,14302779.0,mosquitocoast,36771.0,110313.0,,,1986-11-26,The Mosquito Coast ,451.0,,1986.0
2272,The Moth Diaries (2012),,3838.0,mothdiaries,1138.0,2276.0,,,2012-04-20,The Moth Diaries,2.0,,2012.0
2273,Mother (1996) (1996),Albert Brooks,19145198.0,mother,4164.0,2586424.0,,1996-12-27,1997-01-24,Mother (1996) ,735.0,,1996.0
2274,Mother and Child (2010),,1110509.0,motherandchild,10760.0,43040.0,7000000.0,,2010-05-07,Mother and Child,119.0,4980736.0,2010.0
2275,The Mothman Prophecies (2002),Mark Pellington,35746370.0,mothmanprophecies,4808.0,11208851.0,32000000.0,,2002-01-25,The Mothman Prophecies ,2331.0,55157539.0,2002.0
2276,The Motorcycle Diaries (2004),,16781387.0,motorcyclediaries,53273.0,159819.0,,,2004-09-24,The Motorcycle Diaries,272.0,57663224.0,2004.0
2277,Moulin Rouge! (2001),Baz Luhrmann,57386607.0,moulinrouge,6019.0,13718306.0,50000000.0,2001-05-18,2001-06-01,Moulin Rouge!,2283.0,179213434.0,2001.0
2278,Mouse Hunt (1997),Gore Verbinski,61917389.0,mousehunt,2817.0,6062922.0,38000000.0,,1997-12-19,Mouse Hunt ,2233.0,122417389.0,1997.0
2279,Movie 43 (2013),Elizabeth Banks*Steven Brill*Steve Carr*James Duffy*Griffin Dunne*Peter Farrelly*Patrik Forsberg*James Gunn*Bob Odenkirk*Brett Ratner*,8840453.0,movie43,2376.0,4805878.0,6000000.0,,2013-01-25,Movie 43,2023.0,32438988.0,2013.0
2280,Mozart's Sister (2011),,707885.0,mozartssister,4864.0,34046.0,4500000.0,,2011-08-19,Mozart's Sister ,36.0,839654.0,2011.0
2281,Mr. & Mrs. Smith (2005),Doug Liman,186336279.0,mrandmrssmith,14702.0,50342878.0,110000000.0,,2005-06-10,Mr. & Mrs. Smith,3451.0,478207520.0,2005.0
2282,Mr. Brooks (2007),Bruce A. Evans,28549298.0,mrbrooks,4083.0,10017067.0,20000000.0,,2007-06-01,Mr. Brooks,2453.0,48121900.0,2007.0
2283,Mr. Deeds (2002),Steven Brill,126293452.0,mrdeeds,11501.0,37162787.0,50000000.0,,2002-06-28,Mr. Deeds,3239.0,171269535.0,2002.0
2284,Mr. Jones (1993),,8345845.0,mrjones,2095.0,3102695.0,,,1993-10-08,Mr. Jones ,1483.0,,1993.0
2285,Mr. Nobody (2013),,3622.0,mrnobody,403.0,1612.0,,,2013-11-01,Mr. Nobody,4.0,3547209.0,2013.0
2286,Mr. Peabody & Sherman (2014),Rob Minkoff,111506430.0,mrpeabodyandsherman,8187.0,32207057.0,145000000.0,,2014-03-07,Mr. Peabody & Sherman,3951.0,272912430.0,2014.0
2287,Mr. Popper's Penguins (2011),Mark S. Waters,68224452.0,mrpopperspenguins,5524.0,18445355.0,55000000.0,,2011-06-17,Mr. Popper's Penguins,3342.0,187361754.0,2011.0
2288,Mrs. Doubtfire (1993),Chris Columbus,219195243.0,mrsdoubtfire,12753.0,20468847.0,25000000.0,,1993-11-24,Mrs. Doubtfire,2354.0,441286195.0,1993.0
2289,Mrs. Henderson Presents (2005),Stephen Frears,11036366.0,mrshendersonpresents,9224.0,55344.0,,,2005-12-09,Mrs. Henderson Presents,522.0,27876417.0,2005.0
2290,Mr. Turner (2014),Mike Leigh,3958500.0,mrturner,21800.0,109000.0,,,2014-12-19,Mr. Turner,120.0,5405500.0,2014.0
2291,Mr. Woodcock (2007),Craig Gillespie,25799486.0,mrwoodcock,3927.0,8761369.0,,,2007-09-14,Mr. Woodcock,2237.0,33621851.0,2007.0
2292,Much Ado About Nothing (1993),Kenneth Branagh,22549338.0,muchadoaboutnothing,36205.0,108617.0,11000000.0,,1993-05-07,Much Ado About Nothing ,204.0,,1993.0
2293,Mud (2013),Jeff Nichols,21590086.0,mud,2980.0,2538599.0,,2013-04-26,2013-05-10,Mud,960.0,21590086.0,2013.0
2294,The Mudge Boy (2004),,62852.0,mudgeboy,2775.0,11102.0,800000.0,,2004-05-07,The Mudge Boy,4.0,,2004.0
2295,Mulan (1998),Barry Cook,120620254.0,mulan,7876.0,22745143.0,,,1998-06-19,Mulan,2953.0,304320254.0,1998.0
2296,The Mummy (1999),Stephen Sommers,155385488.0,mummy,13510.0,43369635.0,80000000.0,,1999-05-07,The Mummy,3411.0,415933406.0,1999.0
2297,The Mummy Returns (2001),Stephen Sommers,202019785.0,mummyreturns,20035.0,68139035.0,98000000.0,,2001-05-04,The Mummy Returns,3553.0,433013274.0,2001.0
2298,Munich (2005),Steven Spielberg,47403685.0,munich,5095.0,7566075.0,70000000.0,2005-12-23,2006-01-06,Munich,1498.0,130358911.0,2005.0
2299,The Muppet Movie (1979),,65200000.0,muppetmovie,,,,,1979-06-22,The Muppet Movie ,,,1979.0
2300,Murder 3 (2013),,,murder3,,,,,2013-02-14,Murder 3,,,2013.0
2301,Murder at 1600 (1997),Dwight H. Little,25804707.0,murderat1600,3699.0,7962268.0,,,1997-04-18,Murder at 1600 ,2158.0,,1997.0
2302,Murderball (2005),,1531154.0,murderball,7160.0,57286.0,,,2005-07-08,Murderball,97.0,1750211.0,2005.0
2303,Murder by Numbers (2002),Barbet Schroeder,31945749.0,murderbynumbers,3495.0,9307394.0,50000000.0,,2002-04-19,Murder by Numbers ,2663.0,56714147.0,2002.0
2304,Muriel's Wedding (1995),P.J. Hogan,15119639.0,murielswedding,3118.0,2607030.0,9000000.0,1995-03-10,1995-03-31,Muriel's Wedding ,840.0,15482277.0,1995.0
2305,Muscle Shoals (2013),,696241.0,muscleshoals,13901.0,13901.0,,,2013-09-27,Muscle Shoals,56.0,,2013.0
2306,Museum Hours (2013),,561457.0,museumhours,14700.0,29400.0,,,2013-06-28,Museum Hours,19.0,561457.0,2013.0
2307,The Musketeer (2001),Peter Hyams,27073640.0,musketeer,4230.0,10312740.0,40000000.0,,2001-09-07,The Musketeer ,2500.0,34585771.0,2001.0
2308,Must Love Dogs (2005),,43894863.0,mustlovedogs,5131.0,12855321.0,30000000.0,,2005-07-29,Must Love Dogs,2505.0,58405313.0,2005.0
2309,The Mutant Chronicles (2009),,6820.0,mutantchronicles,2362.0,4724.0,,,2009-04-24,The Mutant Chronicles,2.0,2131057.0,2009.0
2310,My Afternoons with Margueritte (2011),,666557.0,myafternoonswithmargueritte,10450.0,20900.0,,,2011-09-16,My Afternoons with Margueritte,41.0,14256878.0,2011.0
2311,My Best Friend's Girl (2008),Howard Deutch,19219250.0,mybestfriendsgirl,3174.0,8265357.0,20000000.0,,2008-09-19,My Best Friend's Girl,2636.0,41622502.0,2008.0
2312,My Best Friend's Wedding (1997),P.J. Hogan,127120029.0,mybestfriendswedding,10158.0,21678377.0,38000000.0,,1997-06-20,My Best Friend's Wedding ,2376.0,299288605.0,1997.0
2313,My Big Fat Greek Wedding (2002),,241438208.0,mybigfatgreekwedding,4569.0,3002241.0,5000000.0,2002-04-19,2002-08-02,My Big Fat Greek Wedding,2016.0,368744044.0,2002.0
2314,My Bloody Valentine (1981) (1981),,5672031.0,mybloodyvalentine,,,,,1981-02-11,My Bloody Valentine (1981) ,,,1981.0
2315,My Dog Skip (2000),Jay Russell,34134641.0,mydogskip,2515.0,5863545.0,6000000.0,2000-01-14,2000-03-03,My Dog Skip ,2331.0,35547761.0,2000.0
2316,My Dog Tulip (2010),,246574.0,mydogtulip,11550.0,11550.0,,,2010-09-01,My Dog Tulip,5.0,,2010.0
2317,My Joy (2011),,6298.0,myjoy,2077.0,2077.0,,,2011-09-30,My Joy,1.0,6298.0,2011.0
2318,My Little Pony (1986),,5958456.0,mylittlepony,919.0,674724.0,,1986-06-06,1986-06-13,My Little Pony ,1003.0,,1986.0
2319,My Name is Khan (2010),,4018771.0,mynameiskhan,16200.0,1944027.0,,,2010-02-12,My Name is Khan,125.0,42345360.0,2010.0
2320,My Old Lady (2014),,4013786.0,myoldlady,11335.0,124680.0,,,2014-09-10,My Old Lady,273.0,4013786.0,2014.0
2321,My One and Only (2009),Richard Loncraine,2479538.0,myoneandonly,14673.0,58692.0,,,2009-08-21,My One and Only ,256.0,3026272.0,2009.0
2322,My Own Private Idaho (1991),Gus Van Sant,6401336.0,myownprivateidaho,,,,,1991-09-27,My Own Private Idaho ,98.0,,1991.0
2323,My Perestroika (2011),,242707.0,myperestroika,17680.0,17680.0,,,2011-03-23,My Perestroika,19.0,,2011.0
2324,My Sister's Keeper (2009),Nick Cassavetes,49200230.0,mysisterskeeper,4774.0,12442212.0,30000000.0,,2009-06-26,My Sister's Keeper,2606.0,95714875.0,2009.0
2325,My Soul to Take (2010),Wes Craven,14744435.0,mysoultotake,2660.0,6842220.0,25000000.0,,2010-10-08,My Soul to Take,2572.0,20976402.0,2010.0
2326,Mysteries of Lisbon (2011),,110507.0,mysteriesoflisbon,6154.0,12308.0,,,2011-08-05,Mysteries of Lisbon,6.0,125418.0,2011.0
2327,Mysterious Skin (2005),Gregg Araki,713240.0,mysteriousskin,17425.0,17425.0,,,2005-05-06,Mysterious Skin,23.0,1524966.0,2005.0
2328,Mystery Men (1999),,29762011.0,mysterymen,4690.0,10017865.0,68000000.0,,1999-08-06,Mystery Men ,2142.0,33461011.0,1999.0
2329,Mystery Team (2009),,89442.0,mysteryteam,7840.0,7840.0,,,2009-08-28,Mystery Team,4.0,,2009.0
2330,Mystic Pizza (1988),,12793213.0,mysticpizza,2902.0,1163939.0,,,1988-10-21,Mystic Pizza ,440.0,,1988.0
2331,Mystic River (2003),Clint Eastwood,90135191.0,mysticriver,7120.0,10445547.0,25000000.0,2003-10-08,2003-10-17,Mystic River,1581.0,156822020.0,2003.0
2332,My Summer of Love (2005),,1000915.0,mysummeroflove,5295.0,90022.0,,,2005-06-17,My Summer of Love,63.0,2766976.0,2005.0
2333,My Week with Marilyn (2011),,14600347.0,myweekwithmarilyn,932.0,561097.0,,2011-11-23,2011-12-23,My Week with Marilyn,630.0,35057696.0,2011.0
2334,My Winnipeg (2008),,159363.0,mywinnipeg,7155.0,14309.0,,,2008-06-13,My Winnipeg,10.0,285469.0,2008.0
2335,Nacho Libre (2006),,80197993.0,nacholibre,9221.0,28309599.0,35000000.0,,2006-06-16,Nacho Libre,3083.0,99255460.0,2006.0
2336,The Naked Gun: From the Files of Police Squad! (1988),David Zucker,78756177.0,nakedgun,5921.0,9331746.0,,,1988-12-02,The Naked Gun: From the Files of Police Squad! ,1969.0,,1988.0
2337,The Namesake (2007),Mira Nair,13569248.0,namesake,41425.0,248552.0,9500000.0,,2007-03-09,The Namesake,335.0,20138836.0,2007.0
2338,The Names of Love (2011),,514237.0,namesoflove,6074.0,30372.0,,,2011-06-24,The Names of Love,24.0,4591113.0,2011.0
2339,Nanny McPhee (2006),Kirk Jones,47144110.0,nannymcphee,7270.0,14503650.0,25000000.0,,2006-01-27,Nanny McPhee,2148.0,122489822.0,2006.0
2340,Napoleon Dynamite (2004),,44540956.0,napoleondynamite,2951.0,2083493.0,400000.0,2004-06-11,2004-08-27,Napoleon Dynamite,1027.0,46118097.0,2004.0
2341,National Gallery (2014),,253941.0,nationalgallery,10049.0,10049.0,,,2014-11-05,National Gallery,15.0,,2014.0
2342,National Lampoon's Vacation (1983),Harold Ramis,61399552.0,nationallampoonsvacation,7092.0,8333358.0,,,1983-07-29,National Lampoon's Vacation ,1253.0,,1983.0
2343,National Security (2003),Dennis Dugan,36381186.0,nationalsecurity,5265.0,14369694.0,,,2003-01-17,National Security,2729.0,50097949.0,2003.0
2344,National Treasure (2004),Jon Turteltaub,173008894.0,nationaltreasure,11648.0,35142554.0,100000000.0,,2004-11-19,National Treasure,3243.0,347512318.0,2004.0
2345,Natural Born Killers (1994),Oliver Stone,50282766.0,naturalbornkillers,7395.0,11166687.0,34000000.0,,1994-08-26,Natural Born Killers,1904.0,,1994.0
2346,Nature Calls (2012),,646.0,naturecalls,191.0,382.0,,,2012-11-09,Nature Calls,2.0,,2012.0
2347,Nebraska (2013),Alexander Payne,17654912.0,nebraska,1604.0,1552426.0,12000000.0,2013-11-15,2014-01-24,Nebraska,968.0,17654912.0,2013.0
2348,Ned Kelly (2004),,86959.0,nedkelly,1986.0,43704.0,,,2004-03-26,Ned Kelly,22.0,6585516.0,2004.0
2349,Need for Speed (2014),Scott Waugh,43577636.0,needforspeed,5729.0,17844939.0,66000000.0,,2014-03-14,Need for Speed,3115.0,203277636.0,2014.0
2350,The Negotiator (1998),F. Gary Gray,44547681.0,negotiator,4194.0,10218831.0,,,1998-07-31,The Negotiator ,2436.0,,1998.0
2351,Neighbors (1981) (1981),,29916207.0,neighbors,4672.0,6481386.0,,,1981-12-18,Neighbors (1981) ,1387.0,,1981.0
2352,Neil Young Journeys (2012),Jonathan Demme,215026.0,neilyoungjourneys,4008.0,12025.0,,,2012-06-29,Neil Young Journeys,23.0,215026.0,2012.0
2353,The Net (1995),Irwin Winkler,50727965.0,net,5266.0,10037745.0,,,1995-07-28,The Net ,2027.0,110627965.0,1995.0
2354,Never Back Down (2008),Jeff Wadlow,24850922.0,neverbackdown,3152.0,8603195.0,20000000.0,,2008-03-14,Never Back Down,2729.0,41627431.0,2008.0
2355,Never Been Kissed (1999),Raja Gosnell,55474756.0,neverbeenkissed,4821.0,11836707.0,25000000.0,,1999-04-09,Never Been Kissed ,2500.0,84565230.0,1999.0
2356,The Neverending Story (1984),Wolfgang Petersen,20158808.0,neverendingstory,4553.0,4325823.0,,,1984-07-20,The Neverending Story ,950.0,,1984.0
2357,Never Let Me Go (2010),Mark Romanek,2434652.0,neverletmego,27934.0,111734.0,15000000.0,,2010-09-15,Never Let Me Go,232.0,9455232.0,2010.0
2358,The New Guy (2002),,29760152.0,newguy,3352.0,9007833.0,13000000.0,,2002-05-10,The New Guy ,2687.0,31167388.0,2002.0
2359,New in Town (2009),,16734283.0,newintown,3473.0,6741530.0,,,2009-01-30,New in Town,1941.0,29010817.0,2009.0
2360,Newsies (1992),Kenny Ortega,2819485.0,newsies,1007.0,1232508.0,15000000.0,,1992-04-10,Newsies ,1259.0,,1992.0
2361,The New World (2005),Terrence Malick,12712093.0,newworld,4968.0,4029715.0,30000000.0,2005-12-25,2006-01-20,The New World,811.0,30536013.0,2005.0
2362,New Year's Eve (2011),Garry Marshall,54544638.0,newyearseve,3714.0,13019180.0,56000000.0,,2011-12-09,New Year's Eve,3505.0,142044638.0,2011.0
2363,"New York, I Love You (2009)",,1588015.0,newyorkiloveyou,3225.0,380605.0,,,2009-10-16,"New York, I Love You",118.0,8095596.0,2009.0
2364,New York Minute (2004),,14071441.0,newyorkminute,1983.0,5962106.0,30000000.0,,2004-05-07,New York Minute,3006.0,21289826.0,2004.0
2365,Next (2007),Lee Tamahori,18211013.0,next,2617.0,7133049.0,,,2007-04-27,Next,2733.0,76066841.0,2007.0
2366,Next Friday (2000),Steve Carr,57328603.0,nextfriday,13114.0,14465156.0,11000000.0,,2000-01-12,Next Friday ,1420.0,59827328.0,2000.0
2367,The Next Three Days (2010),Paul Haggis,21148651.0,nextthreedays,2552.0,6542779.0,30000000.0,,2010-11-19,The Next Three Days,2564.0,67448651.0,2010.0
2368,Nick and Norah's Infinite Playlist (2008),,31487293.0,nickandnorahsinfiniteplaylist,4672.0,11311751.0,10000000.0,,2008-10-03,Nick and Norah's Infinite Playlist,2421.0,33506137.0,2008.0
2369,Nicotina (2004),,1117864.0,nicotina,4653.0,446768.0,,,2004-08-20,Nicotina ,96.0,5751007.0,2004.0
2370,Night at the Museum (2006),Shawn Levy,250863268.0,nightatthemuseum,8258.0,30433781.0,,,2006-12-22,Night at the Museum,3768.0,574480841.0,2006.0
2371,A Night at the Roxbury (1998),Amy Heckerling (Uncredited),30331165.0,nightattheroxbury,5150.0,9604791.0,,,1998-10-02,A Night at the Roxbury ,2169.0,,1998.0
2372,Night Moves (2014),Kelly Reichardt,271755.0,nightmoves,10744.0,21488.0,,,2014-05-30,Night Moves,56.0,271755.0,2014.0
2373,Night of the Living Dead 3D (2006),,271000.0,nightofthelivingdead3d,1484.0,215300.0,,,2006-11-10,Night of the Living Dead 3D,145.0,1553837.0,2006.0
2374,Nights in Rodanthe (2008),,41850659.0,nightsinrodanthe,4962.0,13418454.0,,,2008-09-26,Nights in Rodanthe,2704.0,84375061.0,2008.0
2375,Nightwatch (1998),Ole Bornedal,1179002.0,nightwatch,1952.0,585733.0,,,1998-04-17,Nightwatch ,300.0,,1998.0
2376,Nim's Island (2008),,48006762.0,nimsisland,3760.0,13210579.0,37000000.0,,2008-04-04,Nim's Island,3518.0,100076342.0,2008.0
2377,Nine (2009),Rob Marshall,19676965.0,nine,3862.0,5452513.0,80000000.0,2009-12-18,2009-12-25,Nine,1412.0,53998806.0,2009.0
2378,Nine Queens (2002),,1222889.0,ninequeens,8144.0,40724.0,,,2002-04-19,Nine Queens ,36.0,12413888.0,2002.0
2379,The Nines (2007),John August,63165.0,nines,11808.0,23617.0,,,2007-08-31,The Nines,5.0,130880.0,2007.0
2380,Ninja Assassin (2009),James McTeigue,38122883.0,ninjaassassin,5320.0,13316158.0,40000000.0,,2009-11-25,Ninja Assassin,2503.0,61601280.0,2009.0
2381,Nitro Circus the Movie 3D (2012),,3377618.0,nitrocircus,1480.0,1183701.0,,,2012-08-08,Nitro Circus the Movie 3D,800.0,3903479.0,2012.0
2382,Nixon (1995),Oliver Stone,13681765.0,nixon,2064.0,2016601.0,44000000.0,1995-12-22,1996-01-05,Nixon ,977.0,,1995.0
2383,No (1999),,4868.0,no,2434.0,4868.0,,,1999-04-23,No ,2.0,,1999.0
2384,Noah (2014),Darren Aronofsky,101200044.0,noah,12257.0,43720472.0,125000000.0,,2014-03-28,Noah,3571.0,362637473.0,2014.0
2385,Nobody Knows (2005),,684118.0,nobodyknows,16196.0,32393.0,,,2005-02-04,Nobody Knows,23.0,2265264.0,2005.0
2386,Nobody Walks (2012),,25342.0,nobodywalks,3635.0,7269.0,,,2012-10-19,Nobody Walks,7.0,,2012.0
2387,No Country for Old Men (2007),Ethan CoenJoel Coen,74283625.0,nocountryforoldmen,9042.0,7776773.0,,2007-11-09,2007-11-21,No Country for Old Men,2037.0,171627166.0,2007.0
2388,No End in Sight (2007),Charles Ferguson,1433319.0,noendinsight,15766.0,31533.0,,,2007-07-27,No End in Sight,117.0,,2007.0
2389,No Good Deed (2003),,181600.0,nogooddeed,315.0,127000.0,12000000.0,,2003-09-12,No Good Deed ,402.0,181600.0,2003.0
2390,Nomad (The Warrior) (2007),,79123.0,nomad,475.0,14250.0,,,2007-03-16,Nomad (The Warrior),60.0,3088685.0,2007.0
2391,No One Lives (2013),,74918.0,noonelives,902.0,47800.0,,,2013-05-10,No One Lives,53.0,74918.0,2013.0
2392,Norbit (2007),Brian Robbins,95673607.0,norbit,10904.0,34195434.0,60000000.0,,2007-02-09,Norbit,3145.0,159313561.0,2007.0
2393,No Reservations (2007),Scott Hicks,43107979.0,noreservations,4826.0,11704357.0,,,2007-07-27,No Reservations,2425.0,92601050.0,2007.0
2394,North Country (2005),Niki Caro,18337722.0,northcountry,2513.0,6422455.0,35000000.0,,2005-10-21,North Country,2555.0,25211175.0,2005.0
2395,Northfork (2003),,1420578.0,northfork,12296.0,61481.0,,,2003-07-11,Northfork ,71.0,1599804.0,2003.0
2396,Nostalgia for the Light (2011),,156928.0,nostalgiaforthelight,5664.0,5664.0,,,2011-01-13,Nostalgia for the Light ,6.0,170600.0,2011.0
2397,Not Another Teen Movie (2001),,38252284.0,notanotherteenmovie,5334.0,12615116.0,15000000.0,,2001-12-14,Not Another Teen Movie ,2365.0,66468332.0,2001.0
2398,Not Cool (2014),,36026.0,notcool,10329.0,10329.0,,,2014-09-19,Not Cool,1.0,,2014.0
2399,The Notebook (2004),Nick Cassavetes,81001787.0,notebook,5846.0,13464745.0,29000000.0,,2004-06-25,The Notebook,2323.0,115603229.0,2004.0
